TransactionTime,Amount,Location,CustomerBehavior,Success,CustomerName,Email,PhoneNumber,PaymentType,AccountNumber,CreditScore
2021-12-29 07:51:19,215.89,Comoros,Suspicious,False,Cox and Sons,carl27@example.org,901.224.5667,BankTransfer,4006602729781186,630
2022-07-05 19:35:03,84300.91,Tajikistan,Normal,True,"Mckenzie, Valencia and Murphy",bradley51@example.net,+1-290-469-5548x2819,Visa,4977607163470654,810
2023-11-12 13:30:22,794.25,Palestinian Territory,Suspicious,False,"Jarvis, Jones and Hart",allison36@example.com,789.500.3955x977,BankTransfer,4433345768309575,724
2022-04-28 02:29:26,65513.29,Saint Pierre and Miquelon,Suspicious,True,"Morton, Benton and Jennings",wileybrooke@example.net,999-723-2191x3201,Visa,30501616732302,644
2020-09-11 21:42:29,98523.21,Chad,Suspicious,True,Walker LLC,ukeith@example.com,808-955-6604x82427,BankTransfer,2423222852916878,658
2021-05-19 01:50:31,8295.6,French Guiana,Normal,True,Henderson-Smith,chloe85@example.net,+1-639-927-3354x80741,MasterCard,344733357205310,782
2022-06-19 04:48:00,38476.57,Cambodia,Suspicious,True,"Ross, Taylor and Mendoza",creyes@example.org,649-302-2832x055,Visa,2621622471114864,846
2020-09-16 15:54:56,21550.14,Saint Vincent and the Grenadines,Normal,True,Davis-Morrison,harrisonstephanie@example.com,954-566-6769,MasterCard,4659459106410149447,671
2023-10-17 02:54:55,86230.68,Romania,Normal,True,Pratt-Potter,ryangarcia@example.net,001-462-890-0933x337,MasterCard,373280844728516,845
2020-12-09 04:19:57,29741.11,Cayman Islands,Normal,True,Quinn PLC,olsoncrystal@example.net,252-407-8565,BankTransfer,4170742527754,788
2023-10-14 18:35:55,8536.7,Gabon,Suspicious,True,Herrera-Parker,zburns@example.com,822-316-7968,MasterCard,6532154056352718,604
2022-01-23 19:20:51,84214.32,Fiji,Normal,True,Green-Harris,jonesdavid@example.org,861.467.4857x286,MasterCard,3526399776289758,843
2022-11-04 01:13:38,9514.83,Turkey,Suspicious,True,Wilson-Bryant,claudia33@example.net,(695)863-3921x744,BankTransfer,3533605558938912,678
2023-04-08 19:06:48,88657.04,Panama,Suspicious,True,Davis-Hooper,jordanrebecca@example.net,852.765.8392x29237,Visa,30479538889650,600
2020-05-06 02:32:53,897.84,Antigua and Barbuda,Normal,False,"Thomas, Maldonado and Johnson",kaylayang@example.net,763-308-6198,Visa,3500621753678731,584
2021-07-06 04:44:19,71138.27,Trinidad and Tobago,Suspicious,True,Johnson-Johnson,kinglindsey@example.com,2014368341,Visa,180010905227097,638
2020-02-05 10:00:27,52773.51,Serbia,Normal,True,Gomez Group,dsandoval@example.net,714.477.7186,BankTransfer,2233818995626165,671
2020-02-06 06:59:42,24974.91,Haiti,Normal,True,"Ballard, Thompson and Shaw",dakota39@example.net,+1-928-247-1885x51745,Visa,5390789976182696,732
2021-09-20 03:14:16,85246.55,Romania,Normal,True,Rice Ltd,brendan49@example.org,(905)430-6041,Visa,5196283080050896,694
2020-10-18 17:57:54,71350.94,New Zealand,Normal,True,Michael-Brown,ortegajennifer@example.net,9097790037,Visa,639098622504,696
2020-07-16 21:06:48,6104.99,Guinea,Normal,True,Lucas Inc,marthawise@example.com,+1-986-506-3276,BankTransfer,213118205542916,758
2021-02-25 03:46:11,75019.37,Somalia,Normal,True,Wells-Blackwell,kara48@example.net,298-615-7708,BankTransfer,4115021451255517,713
2020-09-15 15:11:22,6988.78,Papua New Guinea,Suspicious,True,Wilson PLC,brian24@example.net,511-274-0152,Visa,213199283686411,817
2023-08-23 19:29:59,41251.77,Norway,Normal,True,"Bush, Hayes and Griffin",rodrigueznancy@example.com,729-733-8633x638,BankTransfer,501868953255,662
2021-05-03 00:30:39,730.46,Gibraltar,Suspicious,False,"Lozano, Cox and Murphy",joanne20@example.net,+1-827-649-8610,MasterCard,4004440622098,660
2020-04-28 09:47:34,31067.17,Palau,Normal,True,Pugh-Jefferson,freemankatherine@example.com,818-757-5984x152,MasterCard,2287271333598446,842
2022-05-04 13:23:19,77307.52,Nepal,Suspicious,True,Wiley-Gibson,benjamin84@example.org,001-976-266-9242x496,MasterCard,6011556649383309,793
2021-01-04 01:04:18,42488.46,Cook Islands,Suspicious,True,"Copeland, Hernandez and Murphy",groberts@example.net,+1-658-979-3364,MasterCard,5306182291786743,816
2020-08-29 05:10:11,63139.54,Palau,Normal,True,Meza-Bates,stevencarson@example.net,+1-499-636-1176,BankTransfer,341183233598269,689
2023-09-27 02:13:14,22522.4,Saudi Arabia,Suspicious,True,White Ltd,tanyawebb@example.org,505-597-9895,Visa,575041842379,768
2023-02-06 21:16:15,45456.79,Venezuela,Normal,True,"Harvey, Thompson and Sutton",connie46@example.com,731.838.4919x7874,BankTransfer,213156034160567,627
2022-04-26 04:09:12,79697.06,Hong Kong,Suspicious,True,Holland PLC,woodamy@example.net,575.896.4174,Visa,676352249574,705
2021-01-06 05:48:21,31096.43,Taiwan,Suspicious,True,Lambert Inc,fbradford@example.net,(807)991-2101,Visa,6011719678433771,685
2023-07-06 16:53:06,93510.71,Egypt,Suspicious,True,Jordan-Olsen,jameshoward@example.net,232.847.7318x73396,MasterCard,4180289359293769756,774
2020-10-23 08:09:30,65651.91,Holy See (Vatican City State),Suspicious,True,"Sullivan, Grimes and Bowen",ivangibbs@example.net,802-843-0551,BankTransfer,6516057504228978,846
2021-01-18 11:13:09,75016.58,Uruguay,Normal,True,Heath LLC,jennifer01@example.org,720-284-1284x393,MasterCard,4236879249957,830
2023-08-08 00:14:07,45059.57,Saint Martin,Suspicious,True,Ramirez-Alexander,adkinskeith@example.com,811.562.6907x636,Visa,4578955528910338736,647
2023-10-09 01:59:00,27139.82,Montenegro,Normal,True,Edwards-Wyatt,elizabeth52@example.org,230.651.5144x3621,MasterCard,3546651677690575,749
2022-05-23 13:07:09,713.02,Vietnam,Normal,False,Barron-Higgins,taracervantes@example.com,(323)735-7265x0078,Visa,4418662129676800,575
2023-04-22 01:08:18,16667.77,Libyan Arab Jamahiriya,Normal,True,Williams-Best,nicolematthews@example.net,864.968.5365,MasterCard,3578404695072769,640
2021-09-24 20:22:33,43638.05,Cape Verde,Suspicious,True,"Hunt, Park and Clark",brent04@example.com,959.872.0860x025,BankTransfer,4533553627220268,635
2022-06-13 02:11:06,87390.21,Mauritius,Suspicious,True,Ayala-Craig,pateldavid@example.net,001-574-886-3090,MasterCard,4864713250728834,734
2021-06-03 16:27:47,26382.89,Niue,Suspicious,True,Cobb-Bell,katherine00@example.com,800-433-4601,Visa,5190141174041633,755
2022-10-10 14:19:51,94273.1,Paraguay,Suspicious,True,Haley Inc,andrea49@example.net,454-795-1830x137,BankTransfer,3552759209768800,791
2022-11-26 11:05:47,12715.32,Sierra Leone,Suspicious,True,Rodriguez LLC,kgarcia@example.org,(993)393-5677x85518,Visa,561118104075,823
2020-09-22 12:14:39,92074.9,Mali,Normal,True,Spears-Rodriguez,xhernandez@example.org,6036927117,BankTransfer,30588474870761,716
2021-11-23 07:26:57,98404.41,Austria,Normal,True,"Campbell, Rodgers and Fisher",dominguezcorey@example.com,(918)224-6480x10407,BankTransfer,30221286284597,664
2022-10-27 11:10:30,1327.63,Cote d'Ivoire,Normal,True,Schultz Group,valenciamark@example.org,207-274-3421x816,BankTransfer,4321536118680375952,802
2021-10-07 04:24:27,1257.71,Algeria,Suspicious,True,Peterson Inc,kimberlyjohnson@example.com,001-365-696-0109x385,MasterCard,180005637363350,797
2022-11-16 10:25:51,82541.1,Chad,Normal,True,Hughes-Fields,nicholasjackson@example.net,(392)674-0376x10670,Visa,3513077295850285,611
2022-03-14 13:23:22,21934.76,Barbados,Suspicious,True,"Murray, Cruz and Wright",daniel64@example.org,001-893-888-5146x013,Visa,4326077471808,842
2020-02-13 09:21:03,80699.14,Tokelau,Normal,True,Thomas-Brown,jnixon@example.net,+1-579-465-0016x082,BankTransfer,3526248449159247,689
2023-06-12 17:17:51,69647.37,Jordan,Normal,True,Ortega Group,sarah16@example.net,(942)264-8057x744,Visa,6511113794456491,626
2020-01-30 01:20:44,15180.64,Iraq,Normal,True,"Lane, Rodriguez and Reynolds",croth@example.net,001-495-457-6507x215,MasterCard,4332439580399058903,713
2022-03-28 00:05:20,8232.63,New Caledonia,Suspicious,True,Kaufman-Garcia,evansjoseph@example.com,548-896-0302x3039,BankTransfer,3535413575127041,757
2021-01-18 20:28:52,38132.05,Iceland,Normal,True,Lewis Group,gwilliams@example.org,683.406.1758x70585,MasterCard,4005929204984998,724
2021-10-19 00:00:19,70312.8,Morocco,Normal,True,"Hall, Austin and Howard",christine60@example.net,320.424.3897x7629,BankTransfer,4876422974312622207,771
2022-12-03 19:18:09,27057.83,Congo,Normal,True,Butler Ltd,csmith@example.net,312.806.8208,Visa,4384635324027,636
2021-11-18 14:03:29,81417.32,Guyana,Normal,True,"Scott, Reed and Sullivan",fmcintosh@example.net,914.803.6181x534,MasterCard,6587876016306699,732
2021-01-31 03:43:23,56258.0,New Caledonia,Suspicious,True,Pugh and Sons,gbeasley@example.org,+1-234-298-0478,Visa,341119319330334,685
2020-06-05 23:51:47,69373.95,Ecuador,Normal,True,Martin PLC,rebecca64@example.org,+1-322-391-3904,BankTransfer,584928642753,642
2020-02-26 07:49:35,65336.01,Cyprus,Suspicious,True,Parrish-Dickson,odominguez@example.net,+1-762-916-8220,BankTransfer,6585808631098338,765
2022-03-03 18:53:44,79186.9,China,Suspicious,True,Campbell PLC,christydavis@example.net,7364773743,BankTransfer,6011358731336612,621
2021-10-30 05:53:32,66037.31,Cote d'Ivoire,Suspicious,True,Deleon-Romero,lrivera@example.net,001-618-916-8484,MasterCard,4575961533793050471,671
2023-09-20 18:43:50,42825.92,Portugal,Normal,True,Garcia-Cruz,david25@example.org,286.722.4116x384,Visa,3570014687695366,619
2021-01-11 08:16:37,16834.07,Nicaragua,Suspicious,True,Andrews-Jimenez,allisonbailey@example.org,(933)964-6444x821,BankTransfer,5475107391147046,800
2021-03-11 17:40:38,35354.51,British Virgin Islands,Suspicious,True,Briggs Ltd,rebeccacervantes@example.org,9505262951,MasterCard,213144300041612,802
2021-12-27 05:11:11,41689.6,Yemen,Normal,True,King Group,tylergarcia@example.org,(999)653-1755,MasterCard,38059375963230,678
2020-12-05 17:15:37,79267.11,Qatar,Normal,True,Swanson Group,david17@example.net,431-249-9925,MasterCard,4618935289277,849
2023-05-22 20:46:00,26865.59,Antarctica (the territory South of 60 deg S),Normal,True,Lewis Group,ffloyd@example.net,001-400-780-3018x0318,MasterCard,6508752031050982,615
2021-04-10 16:39:54,35256.12,Croatia,Suspicious,True,Horn-Allen,smendez@example.com,212-425-2247x728,Visa,4245204550514106215,850
2021-03-27 01:43:01,990.79,Guadeloupe,Normal,False,Garcia Group,adrianbrown@example.net,9868054726,MasterCard,639002791395,643
2022-12-17 13:37:22,23458.81,Gabon,Normal,True,Reilly Group,howardlinda@example.org,+1-343-232-5007x237,BankTransfer,30376007317330,826
2021-03-19 06:59:07,31637.29,Azerbaijan,Normal,True,Anderson Ltd,sarahhaynes@example.net,+1-669-785-6555x2037,Visa,578229421313,834
2021-03-29 19:30:14,40506.91,Paraguay,Normal,True,Clark LLC,ilopez@example.net,+1-959-686-1462x71067,Visa,4380550765343,681
2022-03-08 01:01:09,7539.45,Kazakhstan,Normal,True,Robinson-West,donnasmith@example.net,001-834-533-9943x86483,BankTransfer,3504729514658698,731
2022-04-30 19:40:23,99349.0,Swaziland,Normal,True,Koch Ltd,nwhitaker@example.net,201.511.6859,BankTransfer,6011184115168367,747
2020-05-13 02:08:58,37041.09,Guatemala,Normal,True,Davis-Mcconnell,rossaaron@example.org,470-912-0536x3467,BankTransfer,30131400732241,697
2022-05-30 14:04:57,40635.27,Ireland,Normal,True,"Griffith, Mccormick and Merritt",swatson@example.com,(633)226-0717x016,MasterCard,30454869888910,767
2021-06-23 11:13:05,34578.95,Namibia,Normal,True,Baxter LLC,ewhitehead@example.com,802.955.7812x0702,MasterCard,501845567541,610
2023-04-10 18:58:30,13734.41,Bolivia,Suspicious,True,"Leonard, Vargas and Reynolds",april95@example.net,(993)310-7997x659,MasterCard,4934799880816,718
2022-08-18 12:37:04,59843.86,Azerbaijan,Suspicious,True,Gutierrez PLC,gstevens@example.com,(358)337-8308,BankTransfer,30429461289220,682
2022-01-17 06:17:15,29905.23,Saudi Arabia,Normal,True,"Hammond, Delacruz and Torres",katelynsampson@example.com,417-521-2977x37233,Visa,2708459773260103,689
2023-09-30 23:50:22,98271.78,Mongolia,Normal,True,Mora-Singh,andrewboyd@example.org,001-784-813-3518,Visa,342089288151020,624
2021-03-27 21:51:33,4978.24,Burkina Faso,Suspicious,True,Fox-Mcpherson,gthomas@example.org,001-267-204-4276x9378,Visa,180062920734888,794
2023-06-23 14:00:39,20343.85,Romania,Suspicious,True,Sanchez Inc,curtisosborn@example.com,733.432.7599x9274,BankTransfer,4520602123254128445,773
2021-12-12 23:09:02,94412.55,Congo,Suspicious,True,"Robinson, Golden and Mcfarland",nathan19@example.net,+1-510-669-6612x17407,Visa,4404116048873002,754
2022-08-02 20:06:26,59787.51,French Southern Territories,Normal,True,Davis LLC,lisa58@example.org,807.779.9012,BankTransfer,6544949242961884,726
2020-01-06 06:24:45,37709.9,United Arab Emirates,Suspicious,True,"Castillo, Gonzalez and Vasquez",theresa08@example.net,487.417.5380x277,MasterCard,180077354522401,664
2020-12-02 20:33:30,99420.38,Dominica,Normal,True,Martin-Dunlap,scott82@example.org,(537)677-0279x348,MasterCard,2250422608879127,705
2021-08-08 00:59:55,83125.83,Turkey,Normal,True,Garcia-Ryan,tinawhite@example.com,(450)332-9947,Visa,30393516319079,656
2022-01-02 10:07:12,79058.27,Denmark,Normal,True,"Lam, Black and Hutchinson",pcontreras@example.org,001-331-624-3140,MasterCard,4781704922544558344,741
2021-06-15 18:48:47,69106.07,Eritrea,Normal,True,Brown Inc,sarah86@example.org,(548)229-7037,MasterCard,502031981629,797
2021-10-06 11:53:58,23595.79,Dominica,Normal,True,Burch Group,meyerrobert@example.com,259.999.5992x64907,Visa,3561841964037461,817
2020-10-26 23:01:57,52137.3,Bahrain,Suspicious,True,"Taylor, Hall and Ewing",dgrant@example.org,939.656.8527x053,MasterCard,4264279061244582841,835
2023-12-14 16:43:58,67788.69,Seychelles,Normal,True,"Lee, Mason and Conrad",rosejody@example.net,931.394.9258x53629,MasterCard,376807557221086,817
2020-08-04 07:06:32,6568.78,Greece,Normal,True,Vincent Group,nancy70@example.net,996.742.6643x50333,MasterCard,2245382273931074,652
2022-11-11 02:50:13,58723.39,Armenia,Suspicious,True,Burke-Murphy,stephaniebenson@example.org,3447430792,BankTransfer,4853558334569,696
2023-05-29 07:07:49,67938.3,Ireland,Suspicious,True,"Peterson, Hodges and Perez",cartercharles@example.org,+1-509-815-4249x1124,MasterCard,30477159942329,713
2020-08-01 10:59:15,22054.14,Poland,Normal,True,"Johnson, Jackson and Daniels",rewing@example.org,(980)788-4502x03858,MasterCard,4139107656615,670
2020-09-03 18:39:43,267.68,Benin,Suspicious,True,"Ray, Whitney and Hernandez",perezbradley@example.com,001-703-653-0236x0681,Visa,2268505869669557,751
2022-09-29 23:05:58,20468.78,Equatorial Guinea,Suspicious,True,"Larsen, Snyder and Gregory",albert96@example.net,001-578-371-6411x606,BankTransfer,676185059281,786
2020-09-15 23:12:12,48270.72,Lithuania,Normal,True,Price Inc,wiseaustin@example.org,3444212951,MasterCard,4715675836943,816
2021-02-16 06:11:15,89279.5,South Georgia and the South Sandwich Islands,Normal,True,"Garcia, Sanders and Evans",nharvey@example.com,959-811-5334x7991,MasterCard,375954055198464,778
2021-01-24 10:58:33,39145.87,Pitcairn Islands,Normal,True,Gray Inc,michael32@example.com,001-640-734-9318x543,BankTransfer,30418527588063,795
2021-03-12 11:45:18,193.41,Marshall Islands,Normal,False,Wright-Ellis,connie66@example.net,+1-406-216-0534,Visa,3551533163143644,647
2020-12-27 17:32:10,421.37,Bolivia,Normal,False,"Bowen, Sutton and Flowers",eric60@example.net,610.454.5381x1079,MasterCard,676256584100,770
2020-11-23 00:25:17,44488.19,Malaysia,Normal,True,Nguyen PLC,moralesmaurice@example.com,7335702902,MasterCard,30080359950355,684
2023-07-10 06:01:33,44011.43,Bouvet Island (Bouvetoya),Suspicious,True,Strong-Johnson,michael90@example.com,968-538-5465,MasterCard,2238500573890174,718
2020-06-06 06:22:00,393.58,Swaziland,Normal,False,Martin-Aguilar,blankenshiprachel@example.org,434.303.0323x2997,MasterCard,3500500465259628,712
2023-02-01 12:29:46,69807.09,Slovakia (Slovak Republic),Normal,True,"Williams, Stephens and Buck",matthew75@example.org,001-887-758-5150,Visa,4438289673276363003,772
2022-08-16 08:32:54,10190.04,Algeria,Suspicious,True,"Rodriguez, Mills and Anderson",edward12@example.net,633.317.8547x469,MasterCard,3559452132608029,762
2022-06-04 19:49:29,121.45,Bolivia,Normal,False,"Young, Freeman and Huerta",brookscarl@example.com,613.619.9475,MasterCard,30228044440718,693
2020-05-12 05:48:51,6520.2,Palau,Normal,True,Ellison-Wheeler,ysharp@example.org,8837137526,Visa,342630476530259,845
2020-01-17 00:59:08,64422.29,United Kingdom,Normal,True,Johnson-Garner,masonsean@example.org,+1-314-991-4895x68279,BankTransfer,4355377417849,810
2022-08-13 19:38:31,459.69,French Guiana,Suspicious,True,"Phelps, Craig and Garcia",kochwanda@example.com,+1-418-694-9040x409,BankTransfer,4207783786809099,655
2020-09-30 16:51:02,5308.83,Equatorial Guinea,Suspicious,True,Wolfe Inc,michelle36@example.com,235-436-6854x8057,BankTransfer,4144259297287246,632
2020-05-21 02:22:28,61274.97,Samoa,Normal,True,Garcia-Dominguez,xburke@example.com,430.723.8651,Visa,180056172655502,775
2023-06-04 03:15:27,52324.26,Greenland,Suspicious,True,"Warren, Hendricks and Collins",jeffrey95@example.net,840-626-1621x773,BankTransfer,2380445119524653,790
2022-08-19 19:10:22,59972.89,San Marino,Suspicious,True,Bridges Inc,brettrodriguez@example.net,289.946.3782,MasterCard,567809146721,708
2023-02-19 04:42:32,739.62,Western Sahara,Normal,False,Rose Ltd,wdunn@example.net,(673)340-7481x3634,MasterCard,5170306094959636,582
2020-05-16 05:02:45,416.08,Fiji,Normal,False,Lara Ltd,omar63@example.org,371-463-0162,MasterCard,3518515726982057,665
2021-03-31 14:37:17,41090.59,Tunisia,Suspicious,True,"Gaines, Burch and Tucker",gpeterson@example.com,759.396.4362x488,MasterCard,30453073124773,722
2020-01-29 17:09:00,21042.83,Papua New Guinea,Suspicious,True,James-Gonzalez,james34@example.com,6586507532,BankTransfer,6011774655499402,754
2023-04-08 03:28:08,31709.14,Ukraine,Suspicious,True,"Campbell, Wood and Perez",mary82@example.com,684.401.7603,MasterCard,4122328209330562,733
2023-09-18 02:16:54,76576.46,Sudan,Suspicious,True,"Reid, Noble and Marshall",knightkimberly@example.org,+1-998-261-8436x402,MasterCard,2714128619134697,681
2020-08-20 20:30:58,7837.28,Haiti,Normal,True,"Tran, Gregory and Harmon",ann30@example.org,001-424-996-4399,MasterCard,6559233871385877,746
2023-11-18 19:37:36,97434.9,Palau,Normal,True,Snyder Inc,raymondcoleman@example.org,(487)505-7318,Visa,5485325853856429,711
2020-01-07 18:32:30,56825.29,Tajikistan,Suspicious,True,"Nicholson, Burgess and Shannon",joseph92@example.net,+1-824-694-6871x3748,BankTransfer,4587048485325296,846
2022-06-30 07:55:43,14485.19,Brunei Darussalam,Suspicious,True,Collins-Copeland,sototiffany@example.net,414.598.1498x2296,BankTransfer,4111462211087408,711
2020-01-24 09:43:52,42830.41,French Polynesia,Normal,True,Johnston Ltd,david01@example.net,646-297-7956x11895,BankTransfer,3517631137256212,619
2022-11-06 16:09:21,28249.0,North Macedonia,Suspicious,True,"Mitchell, Smith and Wagner",watsonangel@example.org,001-584-718-5863x622,BankTransfer,6526687576632364,735
2023-04-29 07:06:40,880.82,Cuba,Normal,False,Le-Rosales,timothycannon@example.org,8374690575,Visa,38171114479525,724
2022-03-11 15:10:28,4498.59,Syrian Arab Republic,Normal,True,Chen and Sons,sarahsmith@example.net,001-403-475-0924x09410,MasterCard,4203604008156339,719
2022-01-05 09:44:08,79459.6,Cape Verde,Normal,True,"Fletcher, Ellis and Wolfe",hutchinsonedward@example.com,(680)396-4398x443,MasterCard,675920243507,802
2021-02-05 06:15:09,541.73,Poland,Normal,False,"Watson, Bradley and Baxter",todd64@example.com,001-212-899-6797x5062,MasterCard,3514486688878523,605
2023-08-17 08:39:54,63899.79,Poland,Normal,True,"Rodriguez, Garcia and Crawford",pattersonalexandria@example.org,(348)724-8253,BankTransfer,4129794200660955,816
2020-09-02 00:45:26,61835.9,Chad,Normal,True,"Jones, Roberts and Hernandez",ilucas@example.org,001-770-701-4893x0137,Visa,3563374164984090,612
2020-06-20 18:34:45,62655.33,Sudan,Suspicious,True,George-Carlson,debra19@example.org,001-898-974-3233x60692,Visa,676332076667,631
2023-02-02 22:50:34,9315.64,Cote d'Ivoire,Suspicious,True,Shah Inc,paigewest@example.org,804-769-5944x10498,Visa,4870479899755797809,721
2023-04-29 12:18:26,28317.48,Pakistan,Normal,True,Long Inc,andrew45@example.com,502.928.4384x9375,BankTransfer,3514633495000276,723
2020-02-22 14:15:52,83289.37,Solomon Islands,Suspicious,True,"Glass, Anderson and Stokes",astone@example.org,9906480322,MasterCard,6523751838542432,614
2020-09-28 23:10:36,19377.23,Papua New Guinea,Suspicious,True,West Inc,bdavid@example.org,491-955-9675,MasterCard,4039012881795860,785
2021-09-02 22:28:32,22508.57,Papua New Guinea,Suspicious,True,Bradford Ltd,ashley74@example.org,+1-985-362-0220,BankTransfer,180042785652946,799
2023-10-17 17:12:31,1671.6,Bhutan,Suspicious,True,Jordan and Sons,oreed@example.org,898.922.2228x1043,Visa,6011836889042124,604
2021-09-30 09:43:51,684.47,Svalbard & Jan Mayen Islands,Suspicious,False,Schmidt-Taylor,yvonne58@example.com,351-374-0790,BankTransfer,6595182311260628,580
2022-11-17 16:45:17,8978.06,Croatia,Suspicious,True,"Nichols, Bryant and Garrett",nsnyder@example.org,474.647.9080x18025,BankTransfer,630419018977,737
2020-01-19 12:05:05,4070.19,Dominican Republic,Normal,True,Petersen Ltd,estradasarah@example.org,(933)631-1031x007,MasterCard,2718659426236339,768
2021-09-20 08:44:39,18672.9,Belize,Normal,True,Herrera-Payne,amandadavis@example.org,2726249757,Visa,3509063936539269,655
2020-12-15 15:09:54,14331.81,Mauritania,Suspicious,True,"Hernandez, Allen and Greene",kfleming@example.net,495.472.8363x8157,MasterCard,213156299902059,696
2022-01-14 06:50:07,63313.79,Italy,Normal,True,Williams-Carson,larrybarr@example.com,(970)894-0090x357,BankTransfer,3505302824724540,635
2023-04-21 10:32:33,73508.02,Algeria,Suspicious,True,Brown-Sanders,laura93@example.net,382-990-5269x01571,BankTransfer,4905912134371251679,724
2022-04-19 17:10:56,65900.43,Rwanda,Suspicious,True,"Goodman, Harris and Jones",qgonzalez@example.net,732-530-3540x1917,MasterCard,4291870432488032122,618
2020-10-30 11:44:37,53259.96,Chad,Suspicious,True,Garcia-Yu,kimberlytyler@example.org,310.878.8557x74235,Visa,372849340482405,825
2020-04-30 00:13:54,96623.35,Norway,Normal,True,Padilla-Hill,ygarcia@example.com,+1-874-747-1055x7471,BankTransfer,4945306923196522,717
2023-05-28 15:52:51,33683.2,Central African Republic,Suspicious,True,Richards LLC,gregorytate@example.com,916-570-4345,BankTransfer,4361665471746,790
2022-08-22 08:14:23,31323.58,Tanzania,Suspicious,True,"Fletcher, Vega and Ortega",johnsoncynthia@example.com,658.534.5749x393,BankTransfer,3517477104881487,665
2023-09-20 21:17:29,45314.19,Nauru,Normal,True,Murphy-Kelly,ruthhunter@example.net,+1-780-204-5634,BankTransfer,5379839696056939,765
2020-10-31 14:07:58,30254.52,Iceland,Suspicious,True,Freeman-Chavez,christina75@example.org,(665)618-2831,MasterCard,4691292658244,769
2020-11-27 03:11:09,93480.31,Congo,Normal,True,Hinton-Miller,maryvelasquez@example.net,+1-637-315-4183x459,MasterCard,3553720204970279,842
2022-03-03 13:09:03,555.99,Falkland Islands (Malvinas),Suspicious,False,Rodriguez Ltd,qperez@example.net,746.844.9750x709,Visa,4267222911679835,659
2023-05-18 16:22:39,77785.31,Botswana,Normal,True,Le Inc,jennydunn@example.net,(316)226-6880x2243,Visa,370091385346847,745
2022-03-12 20:36:07,9888.98,Morocco,Suspicious,True,Oconnor PLC,wareemily@example.net,+1-487-486-1505x4355,MasterCard,676155477273,620
2021-12-03 16:13:06,50503.75,Norfolk Island,Suspicious,True,"Garrett, Schneider and Bush",christine21@example.com,365-241-4696x3888,MasterCard,4663813559053655943,850
2023-05-11 15:48:05,98820.33,Liberia,Normal,True,Martin LLC,fwu@example.org,5424625249,MasterCard,4613303773358026377,718
2022-05-20 05:06:41,23738.06,Bosnia and Herzegovina,Normal,True,Rivera Inc,dawntaylor@example.org,457.518.1116x0745,BankTransfer,4076854744139,828
2020-10-12 01:51:28,9922.48,Samoa,Suspicious,True,Mullins PLC,mullenpatricia@example.com,001-953-291-7417,MasterCard,6571570769406552,705
2020-01-11 14:47:18,36797.96,Ireland,Suspicious,True,Walters LLC,nwest@example.net,(313)938-4852,Visa,3592750111082127,786
2020-04-12 18:46:48,96176.61,Iraq,Normal,True,"Garcia, Lambert and West",phelpsandrew@example.org,6999694549,BankTransfer,3519963268481659,636
2022-02-20 20:29:05,487.32,Cyprus,Suspicious,False,Johnson-Roth,cdavis@example.net,264.263.8491x990,MasterCard,4822913194541498,573
2022-01-22 06:32:21,73419.95,Thailand,Normal,True,Bryant LLC,kyliebean@example.org,(404)750-1809,Visa,3565304879338710,762
2020-05-02 06:50:31,5024.17,Cape Verde,Suspicious,True,"Martinez, Lutz and Mckinney",nicholas71@example.com,(604)662-1180x0810,MasterCard,30457516383904,829
2020-05-11 15:37:53,54410.25,Isle of Man,Suspicious,True,Mcdowell-Houston,cynthia51@example.org,001-521-428-7855x266,BankTransfer,4008947856901398,788
2024-01-08 14:05:14,82922.47,Liechtenstein,Normal,True,Moran-Cook,hannah99@example.com,936-574-9679x155,Visa,38059921496487,710
2021-09-13 13:58:51,5298.78,Slovenia,Suspicious,True,Coleman LLC,cesar77@example.org,281-593-8719x782,MasterCard,340792961923886,849
2020-02-22 11:05:14,83385.94,Zimbabwe,Suspicious,True,Mcgee-Nelson,ihayes@example.com,001-810-612-3496,MasterCard,4503286469371537,608
2021-11-11 06:42:31,34622.01,Palau,Suspicious,True,Brewer-Campbell,larryhoffman@example.com,+1-499-736-5127,BankTransfer,6520552826870584,846
2023-10-22 00:07:12,16821.43,Zambia,Normal,True,"Wiggins, White and Harris",jasonwoods@example.com,001-228-331-1856x438,MasterCard,30124837210287,669
2022-09-12 17:25:02,10103.79,Brazil,Normal,True,Beard-Savage,boltonchristina@example.net,001-531-227-6919,BankTransfer,4628016740389499,762
2022-10-13 07:34:19,55953.47,French Polynesia,Suspicious,True,Myers-Marsh,debrasmith@example.net,001-895-785-4761x13560,MasterCard,3522511031276172,678
2021-12-23 11:39:05,4647.13,Saint Pierre and Miquelon,Normal,True,Lester and Sons,alexanderharris@example.net,291.920.1527x8736,MasterCard,6011493135089002,837
2023-05-31 20:44:07,50504.45,Bermuda,Normal,True,"Arnold, Boone and Smith",reneeharding@example.com,464-596-7959,Visa,38055728560160,663
2021-03-12 14:30:58,53488.94,Andorra,Normal,True,Torres-Torres,marysullivan@example.net,001-230-425-6825x080,BankTransfer,4610949192799726,838
2023-09-26 16:49:26,32950.08,Christmas Island,Suspicious,True,"Moore, Peterson and Greer",brian64@example.com,+1-491-718-9594x0650,MasterCard,4085793721827,621
